723
84,95,48,0,0
85,5,38,0,0
86,20,23,2,0
87,58,97,0,0
88,8,12,2,0
89,19,8,0,0
90,62,6,0,0
91,39,52,0,0
92,48,11,2,0
93,20,66,0,0
94,30,21,1,0
95,17,46,2,0
96,1,80,1,0
97,74,44,2,0
98,42,12,0,0
99,0,67,1,0
100,65,55,1,0
101,6,31,1,0
102,26,36,1,0
103,98,53,0,0
104,14,74,0,0
105,30,13,0,0
106,5,74,0,0
107,23,76,2,0
108,47,48,2,0
109,63,63,2,0
110,53,96,0,0
111,85,69,0,0
112,69,18,0,0
113,97,40,2,0
114,92,50,0,0
115,98,9,1,0
116,63,9,2,0
117,44,47,1,0
118,22,36,0,0
119,71,5,2,0
120,66,92,2,0
121,66,77,1,0
122,86,71,0,0
123,70,23,2,0
124,49,45,2,0
125,70,71,0,0
126,51,20,1,0
127,16,81,0,0
128,97,10,1,0
129,66,83,2,0
130,74,21,0,0
131,17,57,2,0
132,88,76,2,0
133,58,71,0,0
134,50,59,0,0
135,47,53,2,0
136,76,91,1,0
137,95,40,1,0
138,55,86,2,0
139,36,66,0,0
140,38,28,0,0
141,81,87,2,0
142,77,13,0,0
143,97,95,1,0
144,56,98,2,0
145,65,69,0,0
146,71,14,0,0
147,83,70,2,0
148,30,64,2,0
149,48,57,2,0
150,67,9,0,0
151,40,50,2,0
152,86,91,1,0
153,12,22,2,0
154,80,20,0,0
155,52,49,0,0
156,69,15,0,0
157,58,89,2,0
158,83,33,2,0
159,20,14,1,0
160,20,80,1,0
161,83,66,1,0
162,71,3,2,0
163,71,63,0,0
164,15,63,2,0
165,79,93,0,0
166,94,76,0,0
167,72,20,0,0
168,75,86,1,0
169,56,83,0,0
170,87,8,0,0
171,55,1,1,0
172,41,62,2,0
173,90,68,1,0
174,76,20,0,0
175,49,51,2,0
176,83,94,1,0
177,84,8,0,0
178,40,76,0,0
179,34,11,1,0
180,76,95,2,0
181,32,29,0,0
182,91,36,1,0
183,49,8,1,0
184,80,37,0,0
185,30,21,2,0
186,67,94,2,0
187,5,80,2,0
188,84,48,2,0
189,56,6,0,0
190,64,45,1,0
191,16,56,0,0
192,92,91,0,0
193,89,82,0,0
194,81,65,1,0
195,69,98,2,0
196,39,19,0,0
197,43,54,1,0
198,68,7,1,0
199,38,67,1,0
200,64,9,0,0
201,58,80,0,0
202,93,97,2,0
203,23,3,0,0
204,60,58,0,0
205,17,91,0,0
206,58,37,0,0
207,2,16,0,0
208,9,53,1,0
209,56,22,2,0
210,84,84,1,0
211,75,4,0,0
212,79,92,2,0
213,36,13,2,0
214,35,53,0,0
215,8,18,0,0
216,34,71,1,0
217,56,11,0,0
218,54,2,1,0
219,48,49,0,0
220,75,73,0,0
221,61,54,1,0
222,97,84,1,0
223,72,18,2,0
224,3,24,1,0
225,95,59,0,0
226,44,18,2,0
227,13,9,2,0
228,3,32,2,0
229,19,96,1,0
230,11,54,1,0
231,92,23,2,0
232,86,36,1,0
233,62,34,2,0
234,19,9,1,0
235,51,71,1,0
236,78,8,1,0
237,65,97,2,0
238,91,77,2,0
239,31,1,0,0
240,18,67,1,0
241,82,31,1,0
242,17,90,1,0
243,84,42,0,0
244,31,30,1,0
245,46,3,2,0
246,81,39,1,0
247,0,36,0,0
248,50,70,2,0
249,0,60,0,0
250,7,95,2,0
251,4,34,0,0
252,77,13,1,0
253,6,58,2,0
254,46,4,0,0
255,1,69,0,0
256,42,98,2,0
257,10,22,0,0
258,11,74,0,0
259,5,66,0,0
260,93,4,2,0
261,42,82,2,0
262,95,81,0,0
263,58,2,2,0
264,7,30,2,0
265,89,26,0,0
266,73,49,0,0
267,89,42,2,0
268,2,47,0,0
269,52,58,1,0
270,81,57,2,0
271,41,21,2,0
272,85,39,0,0
273,93,11,2,0
274,16,30,2,0
275,20,31,2,0
276,5,93,0,0
277,32,45,1,0
278,34,83,2,0
279,0,60,1,0
280,4,94,0,0
281,69,76,0,0
282,13,65,0,0
283,41,14,1,0
284,64,61,1,0
285,17,44,0,0
286,46,96,0,0
287,51,10,2,0
288,26,34,2,0
289,69,51,0,0
290,6,31,2,0
291,2,91,2,0
292,9,40,2,0
293,26,53,2,0
294,11,96,2,0
295,97,12,2,0
296,90,52,0,0
297,38,81,2,0
298,76,80,2,0
299,57,68,2,0
300,47,46,0,0
301,86,60,2,0
302,44,24,0,0
303,5,87,2,0
304,74,22,2,0
305,89,51,2,0
306,54,89,0,0
307,54,40,2,0
308,30,2,2,0
309,34,20,0,0
310,57,68,1,0
311,11,84,2,0
312,72,3,2,0
313,82,36,2,0
314,21,31,1,0
315,4,46,2,0
316,74,88,1,0
317,67,90,1,0
318,65,83,1,0
319,26,89,1,0
320,97,75,2,0
321,89,12,1,0
322,82,40,2,0
323,62,37,1,0
324,22,7,2,0
325,37,76,0,0
326,76,83,1,0
327,11,90,0,0
328,95,68,0,0
329,4,26,1,0
330,11,13,1,0
331,42,98,2,0
332,77,4,2,0
333,95,79,1,0
334,56,24,2,0
335,70,13,0,0
336,93,79,2,0
337,23,17,2,0
338,63,37,1,0
339,97,33,0,0
340,61,28,2,0
341,74,19,0,0
342,84,74,2,0
343,91,52,0,0
344,30,53,2,0
345,25,88,1,0
346,52,44,1,0
347,78,85,1,0
348,84,43,1,0
349,62,58,0,0
350,42,77,1,0
351,45,5,0,0
352,28,57,2,0
353,24,28,1,0
354,32,68,0,0
355,41,60,0,0
356,18,85,0,0
357,47,60,2,0
358,38,29,1,0
359,48,92,1,0
360,17,26,2,0
361,21,70,2,0
362,33,74,1,0
363,0,57,2,0
364,37,69,0,0
365,19,41,1,0
366,61,0,1,0
367,17,12,0,0
368,48,9,0,0
369,37,44,1,0
370,60,31,2,0
371,28,30,1,0
372,77,6,0,0
373,83,15,2,0
374,23,13,2,0
375,87,42,2,0
376,7,63,1,0
377,2,3,0,0
378,89,12,1,0
379,26,94,2,0
380,58,62,2,0
381,79,19,1,0
382,41,67,1,0
383,42,78,1,0
384,59,81,2,0
385,43,5,0,0
386,15,3,2,0
387,73,69,0,0
388,21,79,1,0
389,36,89,1,0
390,3,42,1,0
391,6,55,0,0
392,77,73,2,0
393,93,74,2,0
394,55,37,1,0
395,58,1,0,0
396,80,43,0,0
397,5,48,0,0
398,66,11,1,0
399,2,61,1,0
400,83,74,1,0
401,21,63,1,0
402,88,45,1,0
403,36,18,0,0
404,3,38,1,0
405,27,65,2,0
406,85,1,0,0
407,41,40,2,0
408,93,13,2,0
409,27,47,0,0
410,12,83,1,0
411,1,21,0,0
412,18,82,1,0
413,95,34,2,0
414,16,87,2,0
415,5,94,0,0
416,44,2,2,0
417,42,52,0,0
418,90,73,0,0
419,47,34,0,0
420,2,71,2,0
421,33,89,2,0
422,10,26,1,0
423,15,97,0,0
424,38,46,2,0
425,27,86,1,0
426,11,6,0,0
427,49,83,2,0
428,1,23,0,0
429,55,62,0,0
430,6,89,0,0
431,68,29,2,0
432,41,73,2,0
433,92,36,2,0
434,40,89,2,0
435,58,60,1,0
436,39,19,0,0
437,87,71,0,0
438,94,96,0,0
439,49,62,2,0
440,6,50,2,0
441,27,98,2,0
442,78,20,0,0
443,58,48,0,0
444,35,73,2,0
445,4,33,1,0
446,11,52,1,0
447,89,10,2,0
448,78,89,2,0
449,13,71,0,0
450,19,73,1,0
451,78,46,0,0
452,53,97,1,0
453,30,53,1,0
454,47,60,0,0
455,65,24,2,0
456,96,56,1,0
457,92,61,1,0
458,17,41,0,0
459,21,60,1,0
460,98,49,1,0
461,35,66,1,0
462,65,25,1,0
463,88,89,1,0
464,24,60,0,0
465,83,53,0,0
466,90,29,1,0
467,45,38,0,0
468,49,80,2,0
469,2,62,2,0
470,42,47,0,0
471,68,86,2,0
472,23,2,0,0
473,86,71,1,0
474,3,32,2,0
475,86,2,2,0
476,39,60,1,0
477,45,37,2,0
478,54,56,1,0
479,8,62,2,0
480,13,46,1,0
481,47,68,0,0
482,82,72,0,0
483,90,24,0,0
484,13,7,2,0
485,79,15,1,0
486,79,39,2,0
487,39,58,1,0
488,37,83,0,0
489,74,87,0,0
490,71,32,2,0
491,31,75,2,0
492,52,72,2,0
493,18,64,0,0
494,32,34,1,0
495,73,24,0,0
496,31,77,2,0
497,26,11,1,0
498,75,82,1,0
499,79,68,2,0
500,95,1,0,0
501,52,0,1,0
502,73,80,0,0
503,73,48,1,0
504,94,77,1,0
505,85,28,2,0
506,40,25,0,0
507,15,84,1,0
508,83,34,0,0
509,10,40,1,0
510,83,40,1,0
511,29,30,2,0
512,75,54,0,0
513,7,90,2,0
514,9,29,0,0
515,26,4,1,0
516,48,73,1,0
517,66,69,1,0
518,64,4,1,0
519,85,19,2,0
520,25,35,2,0
521,92,46,1,0
522,57,90,0,0
523,69,4,0,0
524,72,0,2,0
525,90,2,1,0
526,30,70,2,0
527,20,42,0,0
528,67,25,0,0
529,9,85,0,0
530,42,52,1,0
531,78,9,2,0
532,61,95,2,0
533,7,42,0,0
534,71,89,0,0
535,75,39,1,0
536,91,34,2,0
537,42,52,2,0
538,38,75,1,0
539,75,22,0,0
540,35,4,1,0
541,28,6,2,0
542,11,85,2,0
543,74,71,2,0
544,35,19,0,0
545,85,45,0,0
546,44,77,1,0
547,1,18,1,0
548,9,15,0,0
549,36,42,1,0
550,19,94,2,0
551,6,39,2,0
552,34,45,0,0
553,48,21,0,0
554,50,31,1,0
555,9,6,1,0
556,49,26,0,0
557,20,94,0,0
558,27,8,1,0
559,28,41,1,0
560,79,31,2,0
561,49,19,2,0
562,58,85,1,0
563,67,43,2,0
564,49,69,0,0
565,79,40,1,0
566,1,17,0,0
567,49,89,1,0
568,36,51,2,0
569,71,77,2,0
570,19,50,1,0
571,16,41,0,0
572,88,68,0,0
573,71,10,0,0
574,85,86,1,0
575,48,32,2,0
576,60,6,1,0
577,5,8,0,0
578,52,15,1,0
579,46,42,2,0
580,90,36,0,0
581,5,85,1,0
582,8,78,2,0
583,17,78,0,0
584,35,36,0,0
585,48,66,2,0
586,5,16,2,0
587,4,42,1,0
588,14,66,1,0
589,47,17,0,0
590,76,53,2,0
591,98,85,0,0
592,34,91,0,0
593,50,42,1,0
594,39,55,2,0
595,71,25,0,0
596,25,18,2,0
597,51,3,1,0
598,5,8,1,0
599,8,13,2,0
600,79,0,1,0
601,57,36,1,0
602,38,43,1,0
603,77,90,1,0
604,34,2,2,0
605,75,15,2,0
606,10,98,1,0
607,7,44,2,0
608,38,70,2,0
609,27,51,1,0
610,85,26,0,0
611,23,60,2,0
612,19,69,1,0
613,93,58,1,0
614,92,98,1,0
615,20,27,0,0
616,44,37,0,0
617,2,33,1,0
618,86,57,0,0
619,25,24,2,0
620,62,5,1,0
621,71,91,1,0
622,1,23,2,0
623,34,44,0,0
624,25,40,1,0
625,19,13,0,0
626,61,77,0,0
627,64,95,1,0
628,40,93,2,0
629,19,53,0,0
630,77,45,0,0
631,38,49,2,0
632,36,53,2,0
633,96,79,1,0
634,83,44,2,0
635,69,75,0,0
636,63,40,2,0
637,89,93,1,0
638,13,82,0,0
639,17,10,1,0
640,32,92,0,0
641,30,65,2,0
642,55,11,1,0
643,55,67,0,0
644,86,37,0,0
645,65,69,2,0
646,19,47,0,0
647,78,69,2,0
648,33,5,1,0
649,80,55,1,0
650,18,10,1,0
651,56,62,1,0
652,44,76,2,0
653,49,53,0,0
654,86,9,2,0
655,75,48,1,0
656,6,78,0,0
657,55,82,0,0
658,44,42,1,0
659,70,52,2,0
660,55,75,0,0
661,76,50,2,0
662,66,48,0,0
663,52,61,1,0
664,75,54,1,0
665,17,94,2,0
666,77,38,0,0
667,34,44,0,0
668,95,38,2,0
669,55,39,0,0
670,54,66,1,0
671,1,76,0,0
672,29,48,0,0
673,5,2,1,0
674,86,31,1,0
675,48,82,0,0
676,24,60,1,0
677,2,90,0,0
678,34,26,0,0
679,19,46,2,0
680,21,40,2,0
681,30,42,0,0
682,8,10,2,0
683,88,22,1,0
684,41,31,0,0
685,62,55,0,0
686,74,26,0,0
687,76,6,1,0
688,84,81,0,0
689,2,65,1,0
690,3,17,1,0
691,97,25,0,0
692,16,57,2,0
693,7,47,2,0
694,83,58,1,0
695,32,90,2,0
696,80,7,0,0
697,45,22,0,0
698,69,79,2,0
699,19,69,1,0
700,93,86,2,0
701,5,62,2,0
702,1,93,2,0
703,22,84,2,0
704,64,81,2,0
705,42,89,1,0
706,83,36,2,0
707,43,85,1,0
708,53,50,2,0
709,69,52,1,0
710,42,73,1,0
711,55,66,0,0
712,84,86,0,0
713,95,93,0,0
714,48,94,2,0
715,15,9,2,0
716,35,89,0,0
717,29,41,2,0
718,55,57,0,0
719,7,92,0,0
720,19,16,1,0
721,65,50,2,0
722,72,11,2,0
723,20,6,0,0
724,6,84,0,0
725,7,72,1,0
726,64,15,2,0
727,50,5,2,0
728,83,91,0,0
729,70,5,1,0
730,81,75,1,0
731,20,32,2,0
732,51,19,2,0
733,50,39,0,0
734,67,29,2,0
735,78,21,1,0
736,81,6,2,0
737,98,34,2,0
738,64,13,2,0
739,69,61,1,0
740,71,4,2,0
741,4,96,1,0
742,44,29,0,0
743,42,57,2,0
744,8,25,1,0
745,54,49,2,0
746,56,34,0,0
747,19,13,1,0
748,32,53,1,0
749,56,34,2,0
750,37,79,1,0
751,8,86,1,0
752,10,59,2,0
753,14,77,1,0
754,13,38,1,0
755,49,42,0,0
756,19,46,1,0
757,77,91,0,0
758,53,72,0,0
759,50,69,2,0
760,64,29,1,0
761,19,93,2,0
762,78,48,0,0
763,69,65,2,0
764,57,65,2,0
765,77,68,2,0
766,5,40,0,0
767,18,54,2,0
768,27,7,1,0
769,52,10,0,0
770,91,8,1,0
771,37,93,2,0
772,85,97,1,0
773,29,78,1,0
774,40,6,0,0
775,51,24,1,0
776,23,59,1,0
777,35,88,0,0
778,33,52,1,0
779,78,32,2,0
780,56,57,2,0
781,65,2,1,0
782,58,63,1,0
783,23,10,2,0
784,50,81,2,0
785,64,19,1,0
786,82,44,1,0
787,50,62,2,0
788,91,42,2,0
789,84,94,2,0
790,44,38,1,0
791,77,30,1,0
792,17,20,2,0
793,58,56,1,0
794,2,52,0,0
795,3,82,0,0
796,23,36,1,0
797,90,52,0,0
798,70,35,2,0
799,72,39,1,0
800,33,8,0,0
801,91,56,2,0
802,50,71,1,0
803,87,44,0,0
804,75,13,2,0
805,72,22,1,0
806,92,43,1,0
806,92,43,1,0
